job_title,company,job_location,search_city,search_country,job_level,branch,job_skills,last_processed_time,url
Nhân Viên HSE - Kcn Tân Quang Văn Lâm Hưng Yên,Công Ty Cổ Phần Hùng Phát,KCN Tân Quan Văn Lam Hưng Yên,KCN Tân Quan Văn Lam Hưng Yên,Việt Nam,Chuyên viên- nhân viên,"Môi trường - Xử lý chất thải, Khoa học - Kỹ thuật, Hóa học - Hóa sinh","-   Tốt nghiệp Cao đẳng/ đại học Chuyên ngành liên quan Kỹ thuật an toàn, môi trường, kỹ thuật công nghiệp…-   Có ít nhất 1 năm kinh nghiệm ở vị trí tương đương- Khả năng quan sát, phân tích đánh giá và giải quyết vấn đề.- Trung thực, tỉ mỷ, ham học hỏi.- Kỹ năng tổng hợp báo cáo",24/03/2025 08:16,https://vieclam24h.vn/moi-truong-xu-ly-chat-thai/nhan-vien-hse-kcn-tan-quang-van-lam-hung-yen-c44p93id200527303.html?open_from=0201_4_1&search_id=6a9612df05a886f4f82243711fbc78bd
Giám Đốc Kinh Doanh Bất Động Sản Thu Nhập Từ 100- 500 Triệu / Tháng,Công Ty Cổ Phần Bất Động Sản Thế Kỷ,"Tầng 1, Tòa B Sky City, số 88 Láng Hạ, Phường Láng Hạ, Quận Đống đa, Hà Nội",Hà Nội,Việt Nam,Quản lý cấp cao,"Bất động sản, Bán hàng - Kinh doanh","Tốt nghiệp Đại Học Có kinh nghiệm ít nhất 3 -5 năm quản lý kinh doanh Ưu tiên ứng viên quản lý cấp cao từ bảo hiểm, ngân hàng, tài chính Kỹ năng quản trị nhân sự, xây dựng hệ thống, kỹ năng đào tạo. Có kiến thức về BĐS và các kênh đầu tư",24/03/2025 08:16,https://vieclam24h.vn/bat-dong-san/giam-doc-kinh-doanh-bat-dong-san-thu-nhap-tu-100-500-trieu-thang-c29p73id200524553.html?open_from=0201_4_2&search_id=6a9612df05a886f4f82243711fbc78bd
Operation Manager,Công Ty TNHH H&l Concept,"Phan Chu Trinh, Bình Thạnh, TP.HCM",TP.HCM,Việt Nam,Quản lý cấp cao,"Bán sỉ - Bán lẻ - Quản lý cửa hàng, Khách sạn - Nhà hàng - Du lịch, Thực phẩm - Đồ uống","Kinh nghiệm: 3-5 năm tại vị trí tương đương;Trình độ: Đại Học;Ngoại ngữ: Tiếng Anh nghe nói viết thành thạo;Tin học: Thành thạo tin học văn phòng (Word, Excel, Power Point…).",24/03/2025 08:15,https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/operation-manager-c6p122id200529612.html?open_from=0201_4_3&search_id=6a9612df05a886f4f82243711fbc78bd
Nhân Viên Kinh Doanh Nội Thất Ưu Tiên Nữ - Tại Hà Nội - Thu Nhập 12 - 15 Triệu,Showroom Nội Thất La Hào - Hà Đông,Số 206 Quang Trung - Hà Đông - Hà Nội,Số 206 Quang Trung - Hà Đông - Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Bán hàng - Kinh doanh, Bán sỉ - Bán lẻ - Quản lý cửa hàng, Kiến trúc - Thiết kế nội ngoại thất","Nữ có độ tuổi từ 20 đến 45 tuổiBằng cấp: tốt nghiệp THPT, trung cấp hoặc cao đẳngKhông yêu cầu có nhiều kinh nghiệm trong kinh doanh hoặc lĩnh vực nội thấtYêu cầu ứng viên khao khát làm việc, nhanh nhẹn, trung thực, chăm chỉ.",24/03/2025 08:15,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-noi-that-uu-tien-nu-tai-ha-noi-thu-nhap-12-15-trieu-c13p73id200527644.html?open_from=0201_4_4&search_id=6a9612df05a886f4f82243711fbc78bd
Trợ Lý Quản Lý Nhà Hàng - The Pizza Company - Hà Nội,Công Ty Cổ Phần Thương Mại Qsr Việt Nam,"299 Cầu Giấy, Dịch Vọng, Hà Nội",Hà Nội,Việt Nam,Quản lý cấp trung,"Khách sạn - Nhà hàng - Du lịch, Thực phẩm - Đồ uống, Bán sỉ - Bán lẻ - Quản lý cửa hàng","- Có kinh nghiệm ít nhất 6 tháng ở vị trí tổ trưởng, Giám sát nhà hàng ngành F&B- Tốt nghiệp Trung cấp/Cao đẳng trở lên.- Kỹ năng xử lý tình huống & giải quyết vấn đề nhanh, kỹ năng giao tiếp / truyền đạt thông tin tốt.- Có khả năng ngoại giao, sáng tạo, tự tin, năng động, cầu tiến, có tinh thần trách nhiệm & chịu được áp lực cao trong công việc.- Vi tính văn phòng cơ bản.- Có định hướng gắn bó lâu dài.",24/03/2025 08:15,https://vieclam24h.vn/khach-san-nha-hang-du-lich/tro-ly-quan-ly-nha-hang-the-pizza-company-ha-noi-c5p73id200528328.html?open_from=0201_4_5&search_id=6a9612df05a886f4f82243711fbc78bd
"Nhân Viên Chăm Sóc Khách Hàng Viettel Tại Bắc Từ Liêm, Hà Nội",Công Ty Cổ Phần Truyền Thông Kim Cương,"Công ty cổ phần truyền thông Kim Cương - Cụm công nghiệp Lai Xá, Kim Chung, Hoài Đức, Hà Nội",Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Bán hàng - Kinh doanh, Chăm sóc khách hàng, Kế toán","- Nam/nữ tuổi từ 20 - 35- Tốt nghiệp hệ Trung cấp trở lên tất cả các chuyên ngành.- Kỹ năng đánh máy tốt.- Ưu tiên Có kinh nghiệm tư vấn, CSKH",24/03/2025 08:15,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-cham-soc-khach-hang-viettel-tai-bac-tu-liem-ha-noi-c13p73id200522933.html?open_from=0201_4_6&search_id=6a9612df05a886f4f82243711fbc78bd
Nhân Viên Kinh Doanh / Chăm Sóc Khách Hàng Lương 10 - 20Tr / Tháng,Công Ty TNHH Hanomech,"Tầng 1, Biệt thự số 29 Lotus Khu tái định cư Đông Hội, Xã Đông Hội, Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",Việt Nam,Việt Nam,Chuyên viên- nhân viên,"Bán hàng - Kinh doanh, Chăm sóc khách hàng, Kế toán","Nữ từ 25-40 tuổi, tốt nghiệp trung cấp trở lên.Thành thạo Word, Excel.Giao tiếp tốt, có khả năng thuyết phục khách hàng.Không yêu cầu kinh nghiệm, sẽ được đào tạo.Ưu tiên các ứng viên sinh sống tại các khu vực: Đông Anh, Long Biên, Gia Lâm, Hoàn Kiếm, Hai Bà Trưng, Ba Đình…",24/03/2025 08:14,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-cham-soc-khach-hang-luong-10-20tr-thang-c13p73id200524518.html?open_from=0201_4_7&search_id=6a9612df05a886f4f82243711fbc78bd
Nhân Viên Bán Hàng,Công Ty TNHH Đầu Tư Thương Mại Và Dịch Vụ Hoàng Cương,"268 Tây Sơn, Đống Đa, Hà Nội",Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Bán sỉ - Bán lẻ - Quản lý cửa hàng, Bán hàng - Kinh doanh","- Nam/Nữ từ 19 – 28 tuổi. Cơ bản sử dụng tin học văn phòng (Word, Excel,…) và máy tính nói chung- Ưu tiên những ứng viên có kinh nghiệm bán hàng và có thể tăng ca khi cần.- Kỹ năng giao tiếp, xử lý tình huống tốt- Có tinh thần làm việc năng động, ham học hỏi, trung thực, chăm chỉ, có trách nhiệm cao trong công việc",24/03/2025 08:14,https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-ban-hang-c6p73id200528091.html?open_from=0201_4_8&search_id=6a9612df05a886f4f82243711fbc78bd
Nhân Viên Kinh Doanh (Sales Corp Mảng Khách Sạn),Công Ty Cổ Phần Tập Đoàn Đầu Tư Xây Dựng Và Du Lịch Bảo Sơn,"Số 50, đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",Việt Nam,Việt Nam,Chuyên viên- nhân viên,"Khách sạn - Nhà hàng - Du lịch, Bán hàng - Kinh doanh, Chăm sóc khách hàng","Tốt nghiệp CĐ/ĐH Ưu tiên chuyên ngành kinh tế, quản trị kinh doanh, quản trị khách sạn nhà hàng hoặc các ngành nghề có liên quan. Hiểu biết về lĩnh vực khách hàng doanh nghiệp.Nam/Nữ nhanh nhẹn, hoạt bát, có kỹ năng giao tiếp, tư vấn và thuyết phục tốt. Có trách nhiệm trong công việc.Có khả năng giao tiếp Tiếng Anh là một lợi thế.Kinh nghiệm từ 01 năm tại vị trí tương đương.",24/03/2025 08:14,https://vieclam24h.vn/khach-san-nha-hang-du-lich/nhan-vien-kinh-doanh-sales-corp-mang-khach-san-c5p73id200523335.html?open_from=0201_4_9&search_id=6a9612df05a886f4f82243711fbc78bd
Nhân Viên Bán Hàng (Ngành Gia Dụng) - Không Cần Bằng Cấp - Đi Làm Ngay,Công Ty Cổ Phần Đầu Tư Thương Mại Bách Tường Phát,TẠI ĐỊA ĐIỂM LÀM VIỆC HOẶC ONILINE,TẠI ĐỊA ĐIỂM LÀM VIỆC HOẶC ONILINE,Việt Nam,Chuyên viên- nhân viên,"Bán sỉ - Bán lẻ - Quản lý cửa hàng, Bán hàng - Kinh doanh, Điện - Điện tử - Điện lạnh","- KHÔNG CẦN BẰNG CẤP - Có ít nhất từ 6 tháng kinh nghiệm trở lên- Nam, nữ tuổi từ 20-35- Nếu có kinh nghiệm bán hàng và hiểu biết về Điện tử, Điện lạnh, Gia dụng = > Là 1 lợi thế - Có kỹ năng giao tiếp tốt- Nhanh nhẹn, chăm chỉ, cẩn thận",24/03/2025 08:14,https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-ban-hang-nganh-gia-dung-khong-can-bang-cap-di-lam-ngay-c6p73id200524211.html?open_from=0201_4_10&search_id=6a9612df05a886f4f82243711fbc78bd
Cán Bộ Pháp Lý Dự Án Kiêm Giải Phóng Mặt Bằng,Công Ty Cổ Phần Phúc Long Vân,"Văn phòng đại diện - Số 17, Đường nội khu Hưng Phước 3, phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,Việt Nam,Chuyên viên- nhân viên,"Bất động sản, Quản lý dự án, Luật - Pháp Lý - Tuân thủ","- Nộp hồ sơ tiếng việt- Nam, từ 35 tuổi trở lên- Sức khỏe tốt- Trình độ: Tốt nghiệp đại học chính quy các ngành Xây dựng, Kinh tế, đất đai, Luật,…- Sử dụng thành thạo các phần mềm văn phòng và các phần mềm chuyên dụng liên quan.- Kinh nghiệm: ít nhất 05 năm kinh nghiệm ở vị trí tuyển dụng- Nắm vững quy định pháp luật về bất động sản, đầu tư, xây dựng, bồi thường, tái định cư,…; am hiểu trình tự, thủ tục pháp lý (chủ trương đầu tư dự án, thu hồi đất, đền bù GPMB,…)- Có kỹ năng giao tiếp, đàm phán, thuyết phục.- Thái độ làm việc nghiêm túc, tác phong chững chạc;- Chủ động, nhiệt tình, có trách nhiệm với công việc.",24/03/2025 08:13,https://vieclam24h.vn/bat-dong-san/can-bo-phap-ly-du-an-kiem-giai-phong-mat-bang-c29p122id200528733.html?open_from=0201_4_11&search_id=6a9612df05a886f4f82243711fbc78bd
Nhân Viên Kinh Doanh Thu Nhập Tới 50 Triệu (Gia Lâm),Công Ty TNHH TM Và DV Hctransport,"Tầng 5, Tòa nhà VP, số 01 - Voi Phục, Thị trấn Trâu Quỳ, Huyện Gia Lâm, TP. Hà Nội",TP. Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Bán sỉ - Bán lẻ - Quản lý cửa hàng, Bán hàng - Kinh doanh, Xuất Nhập Khẩu","Tuổi từ 22-35 tuổiTốt nghiệp Cao Đẳng trở lênCó ít nhất 1 năm kinh nghiệm làm Sale các ngành nghề: Telesale, Trực Fanpage, Sale thị trường bán lẻ, bán buôn, logictis, tiêu dùng...Trung thực, có trách nhiệm trong công việcChăm chỉ, nhiệt huyết, có chí tiến thủ",24/03/2025 08:13,https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-kinh-doanh-thu-nhap-toi-50-trieu-gia-lam-c6p73id200523092.html?open_from=0201_4_12&search_id=6a9612df05a886f4f82243711fbc78bd
Nhân Viên Content Creator - Editor Video Tiktok,Công Ty TNHH Tiến Anh Việt Nam,Số 147 An Dương Vương - Tây Hồ - Hà Nội,Số 147 An Dương Vương - Tây Hồ - Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Marketing, Thông tin - Truyền thông - Quảng cáo, Truyền hình - Báo chí - Biên tập","- Nam, tuổi từ 30 trở xuống- Nhạy bén với xu hướng, tư duy sáng tạo- Có kinh nghiệm làm nội dung Tiktok (Có link show các sản phẩm đã làm)- Có Laptop cá nhân- Bắt nhịp nhanh với công việc, ham học hỏi, có tinh thần cầu tiến- Có khả năng hòa nhập rộng rãi",24/03/2025 08:13,https://vieclam24h.vn/marketing/nhan-vien-content-creator-editor-video-tiktok-c12p73id200525516.html?open_from=0201_4_13&search_id=6a9612df05a886f4f82243711fbc78bd
Nhân Viên Tư Vấn Bán Hàng Ô Tô Mazda (Thu Nhập 20-30 Triệu / Tháng),Mazda Láng Hạ,"103 Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Marketing, Bán hàng - Kinh doanh, Chăm sóc khách hàng","- Tốt nghiệp TC, CĐ, ĐH (chấp nhận các bạn tốt nghiệp THPT) - Không yêu cầu kinh nghiệm, sẽ được đào tạo - Có kinh nghiệm vị trí tương đương sẽ được ưu tiên- Kỹ năng giao tiếp tốt. - Có khả năng làm việc độc lập, làm việc nhóm, chủ động, và tinh thần trách nhiệm- Năng động, có tố chất kinh doanh - Ưu tiên ứng viên có kinh nghiệm bán hàng",24/03/2025 08:12,https://vieclam24h.vn/marketing/nhan-vien-tu-van-ban-hang-o-to-mazda-thu-nhap-20-30-trieu-thang-c12p73id200528643.html?open_from=0201_4_14&search_id=6a9612df05a886f4f82243711fbc78bd
Chuyên Viên Kinh Doanh Bất Động Sản Lương Cơ Bản Upto 15M,Công Ty TNHH Vietcapital Land,"45 Hoàng Việt, Phường 4 , Quận Tân Bình, Thành Phố Hồ Chí Minh",Thành Phố Hồ Chí Minh,Việt Nam,Chuyên viên- nhân viên,"Bán hàng - Kinh doanh, Bất động sản, Chăm sóc khách hàng","Đối với các ứng viên chưa có kinh nghiệm nếu sẽ được đào tạo về chuyên môn và các kỹ năng, nghiệp vụ bán hàng.Ưu tiên ứng viên có kinh nghiệm chưa có kinh nghiệm sẽ được hỗ trợ Đào TạoƯu tiên nhân viên có kinh nghiệm trong lĩnh vực BĐS, nhân viên kinh doanh nhiều lĩnh vực khác (Ô tô, bảo hiểm, tài chính, du lịch, dịch vụ,…)Tác phong chuyên nghiệp, kỹ năng giao tiếp tốt.Thái độ tích cực, có đam mê với nghề, kiếm tiền nhiều",24/03/2025 08:12,https://vieclam24h.vn/ban-hang-kinh-doanh/chuyen-vien-kinh-doanh-bat-dong-san-luong-co-ban-upto-15m-c13p122id200527875.html?open_from=0201_4_15&search_id=6a9612df05a886f4f82243711fbc78bd
Nhân Viên Kinh Doanh (Nữ) - Thu Nhập Lên Đến 20 Triệu - [Làm Việc Tại Quận 3],Công Ty TNHH Phát Triển Quà Tặng Quảng Cáo Song Hành Sài Gòn,"Tầng 3, số 34 Huỳnh Tịnh Của, Phường Võ Thị Sáu Quận 3",Phường Võ Thị Sáu Quận 3,Việt Nam,Chuyên viên- nhân viên,"Bán hàng - Kinh doanh, Thông tin - Truyền thông - Quảng cáo, Xuất bản - In ấn","- Giới tính: Nữ- Độ tuổi 22- 30 tuổi- Tốt nghiệp Trung cấp trở lên.- Có kinh nghiệm 1 năm ở các vị trí:  Telesale, nhân viên kinh doanh hoặc trợ lý kinh doanh (ưu tiên trong lĩnh vực in ấn, quà tặng, lịch, quảng cáo hoặc các ngành tương đương). - Có kỹ năng bán hàng  và khả năng thuyết phục khách hàng.- Có nhiệt huyết kinh doanh, thích giao tiếp, mở rộng mối quan hệ là một lợi thế.- Khai thác tốt những thông tin trên Internet và các mối quan hệ xã hội.- Giọng nói dễ nghe, nghiêm túc, nhiệt tình, kiên trì, trung thực trong công việc.- Có tinh thần cầu tiến, ham học hỏi, chủ động trong công việc và  mong muốn được phát triển bản thân",24/03/2025 08:12,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-nu-thu-nhap-len-den-20-trieu-lam-viec-tai-quan-3-c13p122id200530699.html?open_from=0201_4_16&search_id=6a9612df05a886f4f82243711fbc78bd
Nhân Viên Marketing Online - Quản Trị Website,Công Ty TNHH Phát Triển Công Nghệ Batco Việt Nam,"Lô 01 - CN5 – Cụm CN Ngọc Hồi, Thanh Trì, Hà Nội  ( KHO XƯỞNG DAG )",Hà Nội  ( KHO XƯỞNG DAG ),Việt Nam,Chuyên viên- nhân viên,"Marketing, Thông tin - Truyền thông - Quảng cáo, Truyền hình - Báo chí - Biên tập","Tốt nghiệp Đại học chuyên ngành Marketing, Quản trị kinh doanh, Thương mại hoặc các ngành liên quan.Kinh nghiệm: từ 6 tháng trở lên ở vị trí tương đươngKỹ năng giao tiếp tốt, khả năng làm việc độc lập và làm việc nhóm.Tinh thần trách nhiệm cao, chủ động trong công việc.Khả năng phân tích dữ liệu, phân tích thị trường và nắm bắt xu hướng.Nhiệt tình, không ngại khó và ham học hỏi.",24/03/2025 08:12,https://vieclam24h.vn/marketing/nhan-vien-marketing-online-quan-tri-website-c12p73id200529978.html?open_from=0201_4_17&search_id=6a9612df05a886f4f82243711fbc78bd
Nhân Viên Quay Dựng Video (Video Editor),Công Ty Cổ Phần Bewin & Coating Vietnam,"Số 59, đường Thiên Đức, Thị Trấn Yên Viên, Huyện Gia Lâm, Thành phố Hà Nội, Việt Nam",Việt Nam,Việt Nam,Chuyên viên- nhân viên,"Marketing, Thiết kế - Sáng tạo nghệ thuật, Thông tin - Truyền thông - Quảng cáo","Tốt nghiệp Cao đẳng trở lên chuyên ngành quay dựng phim hoặc các chuyên ngành khác có liên quan.Ít nhất 2 năm kinh nghiệm trong lĩnh vực truyền thông, quay dựng video.Thành thạo các phần mềm dựng video: Adobe Premiere, Capcut,…Có khả năng sáng tạo, ưu tiên có thể lên kịch bản Video marketing.Sử dụng tốt các loại máy ảnh, máy quay phim bán chuyên.Có khả năng biên tập, có kỹ thuật quay phim;Ngoại ngữ: tiếng Anh cơ bản.",24/03/2025 08:12,https://vieclam24h.vn/marketing/nhan-vien-quay-dung-video-video-editor-c12p73id200533331.html?open_from=0201_4_18&search_id=6a9612df05a886f4f82243711fbc78bd
Nhân Viên Biên Phiên Dịch Tiếng Trung,Công Ty TNHH King Loy Enterprise,"Xưởng K3-6, K3-2, K3-3, K3-4, KCN Tân Kim mở rộng, Thị trấn Cần Giuộc, Huyện Cần Giuộc, Long An",Long An,Việt Nam,Chuyên viên- nhân viên,"Biên phiên dịch, Hành chính - Thư ký, Dệt may - Da giày - Thời trang","- Thông thạo nghe nói, đọc viết tiếng Trung- Thành thật, hoạt bát, chịu khó, chủ động trong công việc- Ưu tiên thành thạo đánh máy chữ phồn thể và giản thể..- Trung thực, phẩm chất đạo đức tốt, cẩn trọng và có tinh thần trách nhiệm cao.",24/03/2025 08:12,https://vieclam24h.vn/bien-phien-dich/nhan-vien-bien-phien-dich-tieng-trung-c37p123id200526314.html?open_from=0201_4_19&search_id=6a9612df05a886f4f82243711fbc78bd
Kỹ Sư Xây Dựng,Công Ty Cổ Phần Đầu Tư Và Thương Mại Queenviet,"KCN phú nghĩa, chương mỹ, Hà  Nội",Hà  Nội,Việt Nam,Chuyên viên- nhân viên,"Xây dựng, Kiến trúc - Thiết kế nội ngoại thất, Khoa học - Kỹ thuật","Ưu tiên có kinh nghiệm từng làm: Giám sát công trình xây dựng,  dự án cửa nhôm, vách kính,  kết cấu thép .Yêu cầu: có kinh nghiệm tối thiểu 5 năm, ưu tiên có  chứng chỉ giám sát cấp 2, trách nhiệm với công việc",24/03/2025 08:12,https://vieclam24h.vn/xay-dung/ky-su-xay-dung-c31p73id200526826.html?open_from=0201_4_20&search_id=6a9612df05a886f4f82243711fbc78bd
Chuyên Viên Kinh Doanh Bất Động Sản Thu Nhập Từ 50 - 100 Triệu,Công Ty Cổ Phần Bất Động Sản Thiên Khôi,"229 Tây Sơn, Đống Đa, Hà Nội",Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Bán hàng - Kinh doanh, Bất động sản","• Nam/Nữ, từ 20 tuổi trở lên, đam mê kinh doanh, có tinh thần cầu tiến.• Không yêu cầu kinh nghiệm, được đào tạo từ A-Z.• Có kỹ năng giao tiếp, thuyết phục tốt là một lợi thế.• Chăm chỉ, nhiệt huyết, chịu khó học hỏi.",24/03/2025 08:11,https://vieclam24h.vn/ban-hang-kinh-doanh/chuyen-vien-kinh-doanh-bat-dong-san-thu-nhap-tu-50-100-trieu-c13p73id200534504.html?open_from=0201_4_21&search_id=6a9612df05a886f4f82243711fbc78bd
Nhân Viên Phục Vụ Mặt Đất Tại Sân Bay Cam Ranh,Công Ty Cổ Phần Phục Vụ Mặt Đất Sài Gòn - Cam Ranh,Cảng Hàng Không Quốc Tế Cam Ranh- Phường Cam Nghĩa- Tp. Cam Ranh- Khánh Hòa,Cảng Hàng Không Quốc Tế Cam Ranh- Phường Cam Nghĩa- Tp. Cam Ranh- Khánh Hòa,Việt Nam,Chuyên viên- nhân viên,"Vận Tải - Lái xe - Giao nhận, Chăm sóc khách hàng, Khách sạn - Nhà hàng - Du lịch","1. Điều phối, Hướng dẫn chất xếp tại tàu bay và Cân bằng trọng tảiNam công dân Việt Nam có nhân thân tốt, không tiền án, tiền sự;Tuổi từ 18 đến 30, chiều cao ≥ 168cm;Trình độ học vấn: tốt nghiệp Phổ thông trung học trở lên (12/12);Anh văn: TOEIC từ 450 điểm trở lên hoặc các chứng chỉ tương đương hoặc tốt nghiệp Đại học chuyên ngành Ngôn ngữ Anh hoặc Đại học Quốc tế;Sử dụng thành thạo vi tính văn phòng;Có khả năng chịu được áp lực cao trong công việc, làm việc theo ca kíp ngày và đêm.Ưu tiên ứng viên có hộ khẩu thường trú tại Cam Ranh,2. Phục vụ hành kháchCông dân Việt Nam có nhân thân tốt, không tiền án, tiền sự:Trình độ học vấn: tốt nghiệp Phổ thông trung học trở lên (12/12);Anh văn: TOEIC từ 450 điểm trở lên hoặc các chứng chỉ tương đương hoặc tốt nghiệp Đại học chuyên ngành Ngôn ngữ Anh hoặc Đại học Quốc tế;Sử dụng thành thạo vi tính văn phòng;Có khả năng chịu được áp lực cao trong công việc, làm việc theo ca kíp ngày và đêm;Ưu tiên ứng viên có hộ khẩu thường trú tại Cam Ranh, hoặc biết thêm ngoại ngữ khác (Nga, Trung, Hàn).3. Vận hành trang thiết bị mặt đấtNam công dân Việt Nam có nhân thân tốt, không tiền án, tiền sự; Trình độ học vấn: tốt nghiệp Phổ thông trung học trở lên (12/12);Giấy phép lái xe từ dấu C trở lên, có ít nhất 1 năm kinh nghiệm lái xe chuyên nghiệp;Chịu được áp lực cao trong công việc, làm việc theo ca kíp ngày và đêm;Ưu tiên ứng viên có dấu lái xe D, E hoặc có hộ khẩu thường trú tại Cam Ranh.",24/03/2025 08:11,https://vieclam24h.vn/van-tai-lai-xe-giao-nhan/nhan-vien-phuc-vu-mat-dat-tai-san-bay-cam-ranh-c16p109id200529740.html?open_from=0201_4_22&search_id=6a9612df05a886f4f82243711fbc78bd
Nhân Viên Vận Hành Sàn Thương Mại Điện Tử,Công Ty TNHH SX TM DV Bạt Nhựa Hàn Việt,"539 ĐT 747B, KP. Khánh Vân, P. Khánh Bình, TP. Tân Uyên, Bình Dương",Bình Dương,Việt Nam,Chuyên viên- nhân viên,"Marketing, Hành chính - Thư ký, Bán hàng - Kinh doanh","- Ưu tiên có kinh nghiệm bán hàng trên sàn TMĐT- Không có kinh nghiệm sẽ được đào tạo- Hiểu về quy trình mua bán trực tuyến, các nền tảng thương mại điện tử phổ biến.- Biết cách quản lý danh sách sản phẩm, mô tả, hình ảnh, giá cả.- Nhanh chóng nắm bắt các xu hướng mới trong ngành thương mại điện tử.",24/03/2025 08:11,https://vieclam24h.vn/marketing/nhan-vien-van-hanh-san-thuong-mai-dien-tu-c12p119id200533482.html?open_from=0201_4_23&search_id=6a9612df05a886f4f82243711fbc78bd
Nhân Viên Thiết Kế Nội Thất,Công Ty Cổ Phần Nội Thất Chân Tâm,"189A Nguyễn Ngọc Vũ, phường Trung Hòa, quận Cầu Giấy, Hà Nội",Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Kiến trúc - Thiết kế nội ngoại thất, Xây dựng","- Giới tính: Nam, từ 23 tuổi trở lên;- Tốt nghiệp Đại học chuyên ngành Thiết kế, kiến trúc, nội thất;- Kinh nghiệm tối thiểu 2 năm ở vị trí tương đương;- Thành thạo Autocad, 3D max, Sketchup, có kinh nghiệm triển khai shop drawing;- Mời gửi CV và Hồ sơ (các công trình đã trực tiếp triển khai 3D &2D) trình bày bằng file *pdf dung lượng không quá 10M gửi về email công ty;- Mạnh về kỹ thuật, giải pháp thi công và đã có kinh nghiệm làm việc tại các nhà máy sản xuất nội thất là một lợi thế.",24/03/2025 08:11,https://vieclam24h.vn/kien-truc-thiet-ke-noi-ngoai-that/nhan-vien-thiet-ke-noi-that-c4p73id200523208.html?open_from=0201_4_24&search_id=6a9612df05a886f4f82243711fbc78bd
Nhân Viên Dự Toán - (Kỹ Sư Định Giá),Công Ty Cổ Phần Xây Dựng Thương Mại Nội Thất Đất Phương Nam,"24B Đường số 6, Khu dân cư Himlam, P. Tân Hưng, Quận 7, Tp. HCM",Tp. HCM,Việt Nam,Chuyên viên- nhân viên,"Xây dựng, Quản lý dự án","Tốt nghiệp Đại học Chuyên Ngành Kinh tế Xây dựng hoặc Chuyên Ngành Xây Dựng có chứng chỉ định giá hạng 3 trở lên hoặc có Kinh Nghiệm làm dự toán ngân sách Nhà Nước. Kinh nghiệm tối thiểu 2 năm ở vị trí tương đương (xây dựng, nội thất).Đọc hiểu Autocad, 3Ds Max, Sketchup, thành thạo tin học văn phòng.Am hiểu vật liệu, bản vẽ kiến trúc, kết cấu.Kỹ năng giao tiếp, đàm phán, phân tích dữ liệu tốt.Làm việc độc lập, nhóm tốt, chủ động, chịu áp lực cao.Ưu tiên có chứng chỉ định giá cấp 3 trở lên.",24/03/2025 08:11,https://vieclam24h.vn/xay-dung/nhan-vien-du-toan-ky-su-dinh-gia-c31p122id200526693.html?open_from=0201_4_25&search_id=6a9612df05a886f4f82243711fbc78bd
Cán Bộ Kỹ Thuật Dự Án Các Hạng Mục Cơ Điện (M&E),Công Ty Cổ Phần Vitduct,"Số 16, Tổ 38C-TT , Ngõ 85 Đường Lĩnh Nam - Phường Mai Động - Quận Hoàng Mai - Hà Nội.",Ngõ 85 Đường Lĩnh Nam - Phường Mai Động - Quận Hoàng Mai - Hà Nội.,Việt Nam,Quản lý nhóm- giám sát,"Xây dựng, Điện - Điện tử - Điện lạnh, Kiến trúc - Thiết kế nội ngoại thất","•    Tốt nghiệp đại học về: cung cấp điện, nhiệt lạnh•    Kinh nghiệm: 3 - 5 năm •    Sử dụng thành thạo các phần mềm kỹ thuật chuyên ngành: CAD và Excel, Worl…•    Khả năng giao tiếp tốt;•    Làm việc toàn thời gian và lâu dài;•    Địa điểm làm việc tại Hà Nội",24/03/2025 08:11,https://vieclam24h.vn/xay-dung/can-bo-ky-thuat-du-an-cac-hang-muc-co-dien-m-e-c31p73id200524141.html?open_from=0201_4_26&search_id=6a9612df05a886f4f82243711fbc78bd
